Real Time (s):,1238
Baseline (channel):,Auto
Threshold Min (channel):,0
Threshold Max (channel):,16384
Decimation (samples):,16
Wait Time (samples):,0
Channel,Counts
0, 0
1, 100744488
2, 15048211
3, 14800439
4, 15939132
5, 16058385
6, 15840403
7, 15511393
8, 15103912
9, 14635481
10, 14118519
11, 13532240
12, 12901247
13, 12229264
14, 11506847
15, 10761214
16, 9998634
17, 9219109
18, 8459221
19, 7711304
20, 6990099
21, 6302034
22, 5652880
23, 5051893
24, 4510944
25, 4012762
26, 3576325
27, 3194081
28, 2867022
29, 2590456
30, 2360382
31, 2177572
32, 2033413
33, 1925248
34, 1848159
35, 1793118
36, 1757685
37, 1736362
38, 1729815
39, 1722837
40, 1715389
41, 1710071
42, 1695039
43, 1678629
44, 1644459
45, 1606497
46, 1559204
47, 1498312
48, 1430872
49, 1355441
50, 1274665
51, 1185420
52, 1095877
53, 1002416
54, 909353
55, 815851
56, 728813
57, 643078
58, 562511
59, 488158
60, 418361
61, 357629
62, 300925
63, 251060
64, 208383
65, 170640
66, 138755
67, 111696
68, 89469
69, 70527
70, 55391
71, 42798
72, 32947
73, 24733
74, 19064
75, 14265
76, 10641
77, 7912
78, 5630
79, 4157
80, 3058
81, 2199
82, 1535
83, 1135
84, 776
85, 582
86, 405
87, 285
88, 210
89, 158
90, 98
91, 93
92, 75
93, 66
94, 50
95, 41
96, 44
97, 25
98, 26
99, 24
100, 23
101, 18
102, 22
103, 29
104, 21
105, 20
106, 15
107, 12
108, 16
109, 15
110, 13
111, 15
112, 16
113, 16
114, 9
115, 7
116, 10
117, 17
118, 12
119, 12
120, 8
121, 11
122, 12
123, 15
124, 11
125, 5
126, 13
127, 9
128, 9
129, 9
130, 11
131, 8
132, 9
133, 9
134, 7
135, 10
136, 11
137, 11
138, 8
139, 13
140, 8
141, 7
142, 10
143, 6
144, 11
145, 5
146, 8
147, 7
148, 4
149, 5
150, 7
151, 8
152, 7
153, 8
154, 10
155, 4
156, 4
157, 5
158, 8
159, 8
160, 6
161, 3
162, 6
163, 4
164, 2
165, 6
166, 12
167, 6
168, 2
169, 4
170, 4
171, 7
172, 8
173, 11
174, 9
175, 6
176, 2
177, 4
178, 3
179, 7
180, 2
181, 6
182, 9
183, 7
184, 7
185, 6
186, 4
187, 7
188, 7
189, 7
190, 10
191, 7
192, 7
193, 9
194, 8
195, 9
196, 5
197, 8
198, 3
199, 7
200, 6
201, 15
202, 4
203, 14
204, 6
205, 3
206, 4
207, 9
208, 5
209, 5
210, 6
211, 10
212, 7
213, 5
214, 10
215, 1
216, 4
217, 3
218, 5
219, 8
220, 3
221, 9
222, 5
223, 6
224, 3
225, 7
226, 3
227, 5
228, 6
229, 5
230, 3
231, 6
232, 10
233, 8
234, 6
235, 8
236, 5
237, 5
238, 7
239, 6
240, 4
241, 7
242, 4
243, 1
244, 7
245, 11
246, 8
247, 5
248, 4
249, 7
250, 4
251, 7
252, 3
253, 8
254, 5
255, 7
256, 5
257, 8
258, 6
259, 2
260, 2
261, 5
262, 4
263, 9
264, 3
265, 8
266, 5
267, 3
268, 6
269, 6
270, 9
271, 6
272, 6
273, 6
274, 7
275, 4
276, 11
277, 6
278, 7
279, 4
280, 4
281, 4
282, 6
283, 5
284, 4
285, 6
286, 7
287, 8
288, 5
289, 9
290, 3
291, 8
292, 7
293, 5
294, 5
295, 3
296, 3
297, 4
298, 8
299, 5
300, 7
301, 3
302, 11
303, 3
304, 4
305, 5
306, 9
307, 1
308, 6
309, 5
310, 5
311, 4
312, 3
313, 3
314, 4
315, 3
316, 5
317, 5
318, 3
319, 2
320, 5
321, 5
322, 11
323, 3
324, 8
325, 2
326, 3
327, 4
328, 2
329, 5
330, 5
331, 6
332, 9
333, 3
334, 3
335, 6
336, 7
337, 1
338, 3
339, 4
340, 3
341, 3
342, 3
343, 5
344, 5
345, 4
346, 3
347, 8
348, 1
349, 2
350, 10
351, 4
352, 3
353, 6
354, 7
355, 4
356, 5
357, 4
358, 5
359, 1
360, 2
361, 2
362, 3
363, 4
364, 4
365, 2
366, 4
367, 3
368, 5
369, 4
370, 3
371, 5
372, 4
373, 5
374, 4
375, 8
376, 6
377, 4
378, 4
379, 1
380, 5
381, 7
382, 3
383, 4
384, 9
385, 2
386, 5
387, 1
388, 5
389, 2
390, 3
391, 6
392, 2
393, 2
394, 7
395, 4
396, 4
397, 2
398, 8
399, 7
400, 6
401, 2
402, 2
403, 5
404, 11
405, 5
406, 4
407, 8
408, 8
